"","source_df","sample_id","sci_name","sample_info","common_name","sampling_location","sample_origin","prep_form","body_part","ref_id","data_processing_comments","Nutrient","Value","Nutrient_Name","Unit_converted","body_part_2","outlier_calcium","outlier_calcium2","outlier_iron","outlier_iron2","outlier_selenium","outlier_selenium2","outlier_dha","outlier_dha2","outlier_epa","outlier_epa2","outlier_pufa","outlier_pufa2","outlier_protein1","outlier_protein2","outlier_zinc","outlier_zinc1","outlier_vitA","outlier_vitA2"
"9195","GL_Lit_Search","517","Catostomus catostomus","dorsal muscle  ","longnose sucker","Smoky River","w","r","muscle","pdf_82","ug/g","selenium",40.7,"Selenium (ug)","ug/100g","muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"9196","GL_Lit_Search","541","Cyprinus carpio","fillet with skin","carp","USA","w","r","muscle","pdf_89","ug/g","selenium",88,"Selenium (ug)","ug/100g","muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"9197","GL_Lit_Search","542","Cyprinus carpio","fillet with skin","carp","USA","w","r","muscle","pdf_89","ug/g","selenium",86,"Selenium (ug)","ug/100g","muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"9198","GL_Lit_Search","551","Alosa pseudoharengus","muscle  ","alewife","Tusket River","w","r","muscle","pdf_90","ug/g","selenium",29,"Selenium (ug)","ug/100g","muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"9199","GL_Lit_Search","560","Amia calva","edible fillet","Bowfin","Savannah River","w","r","muscle","pdf_93","ug/g","selenium",25,"Selenium (ug)","ug/100g","muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"9200","GL_Lit_Search","561","Micropterus salmoides","edible fillet","Largemouth bass","Savannah River","w","r","muscle","pdf_93","ug/g","selenium",33,"Selenium (ug)","ug/100g","muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"9201","GL_Lit_Search","562","Esox niger","edible fillet","Chain Pickerel","Savannah River","w","r","muscle","pdf_93","ug/g","selenium",27,"Selenium (ug)","ug/100g","muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"9202","GL_Lit_Search","563","Perca flavescens","edible fillet","Yellow perch","Savannah River","w","r","muscle","pdf_93","ug/g","selenium",36,"Selenium (ug)","ug/100g","muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"9203","GL_Lit_Search","564","Minytrema melanops","edible fillet","Spotted sucker","Savannah River","w","r","muscle","pdf_93","ug/g","selenium",36,"Selenium (ug)","ug/100g","muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"9204","GL_Lit_Search","565","Pomoxis nigromaculatus","edible fillet","Black crappie","Savannah River","w","r","muscle","pdf_93","ug/g","selenium",34,"Selenium (ug)","ug/100g","muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"9205","GL_Lit_Search","566","Lepomis microlophus","edible fillet","Shellcracker","Savannah River","w","r","muscle","pdf_93","ug/g","selenium",43,"Selenium (ug)","ug/100g","muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"9206","GL_Lit_Search","567","Ictalurus punctatus","edible fillet","Channel catfish","Savannah River","w","r","muscle","pdf_93","ug/g","selenium",21,"Selenium (ug)","ug/100g","muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"9207","GL_Lit_Search","568","Anguilla rostrata","edible fillet","American eel","Savannah River","w","r","muscle","pdf_93","ug/g","selenium",48,"Selenium (ug)","ug/100g","muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"9208","GL_Lit_Search","569","Lepomis macrochirus","edible fillet","Bluegill sunfish","Savannah River","w","r","muscle","pdf_93","ug/g","selenium",41,"Selenium (ug)","ug/100g","muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"9209","GL_Lit_Search","570","Lepomis auritus","edible fillet","Red-breasted sunfish","Savannah River","w","r","muscle","pdf_93","ug/g","selenium",64,"Selenium (ug)","ug/100g","muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"9210","GL_Lit_Search","571","Campostoma anomalum","whole","Central stonerollers","Poplar Creek","w","r","whole","pdf_94","ug/g","selenium",61,"Selenium (ug)","ug/100g","whole","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"9211","GL_Lit_Search","572","Morone saxatilis","edible fillet","Striped Bass","Clinch River","w","r","muscle","pdf_94","ug/g","selenium",41,"Selenium (ug)","ug/100g","muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"9212","GL_Lit_Search","573","Morone chrysops","edible fillet","White Bass","Poplar Creek","w","r","muscle","pdf_94","ug/g","selenium",57,"Selenium (ug)","ug/100g","muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"9213","GL_Lit_Search","574","Campostoma anomalum","whole","Central stonerollers","Little River","w","r","whole","pdf_94","ug/g","selenium",36,"Selenium (ug)","ug/100g","whole","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"9214","GL_Lit_Search","575","Morone chrysops","edible fillet","White Bass","Clinch River","w","r","muscle","pdf_94","ug/g","selenium",73,"Selenium (ug)","ug/100g","muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"9215","GL_Lit_Search","620","Campostoma anomalum","whole","stoneroller","Bear Creek, BCK 12.4","w","r","whole","pdf_104","ug/g","selenium",44,"Selenium (ug)","ug/100g","whole","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"9216","GL_Lit_Search","621","Campostoma anomalum","whole","stoneroller","Bear Creek, BCK 9.4","w","r","whole","pdf_104","ug/g","selenium",61,"Selenium (ug)","ug/100g","whole","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"9217","GL_Lit_Search","622","Campostoma anomalum","whole","stoneroller","Bear Creek, BCK 3.3","w","r","whole","pdf_104","ug/g","selenium",56,"Selenium (ug)","ug/100g","whole","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"9218","GL_Lit_Search","623","Campostoma anomalum","whole","stoneroller","Bear Creek, Hinds Cr","w","r","whole","pdf_104","ug/g","selenium",42,"Selenium (ug)","ug/100g","whole","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"9219","GL_Lit_Search","742","Salvelinus namaycush","muscle","lake trout","colville lake, NW NWT","w","r","muscle","pdf_117","ug/g","selenium",17,"Selenium (ug)","ug/100g","muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"9220","GL_Lit_Search","743","Salvelinus namaycush","muscle","lake trout","grand baliene, N. Quebec","w","r","muscle","pdf_117","ug/g","selenium",79,"Selenium (ug)","ug/100g","muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"9221","GL_Lit_Search","744","Salvelinus namaycush","muscle","lake trout","hawk lake, W Hudson Bay","w","r","muscle","pdf_117","ug/g","selenium",27,"Selenium (ug)","ug/100g","muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"9222","GL_Lit_Search","745","Salvelinus namaycush","muscle","lake trout","lac belot, NW NWT","w","r","muscle","pdf_117","ug/g","selenium",10,"Selenium (ug)","ug/100g","muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"9223","GL_Lit_Search","751","Coregonus clupeaformis","muscle","lake whitefish","colville lake, NW NWT","w","r","muscle","pdf_117","ug/g","selenium",14,"Selenium (ug)","ug/100g","muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"9224","GL_Lit_Search","752","Coregonus clupeaformis","muscle","lake whitefish","grand baliene, N. Quebec","w","r","muscle","pdf_117","ug/g","selenium",66,"Selenium (ug)","ug/100g","muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"9225","GL_Lit_Search","757","Esox lucius","muscle","northern pike","grand baliene, N. Quebec","w","r","muscle","pdf_117","ug/g","selenium",58,"Selenium (ug)","ug/100g","muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"9226","GL_Lit_Search","82","Sander vitreus","fillet frozen","Walleye","Lake Huron.","W","r","muscle","pdf_16","ppm","selenium",49.6,"Selenium (ug)","ug/100g","muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"9227","GL_Lit_Search","84","Osmerus mordax","fillet frozen","smelt","Lake Superior","W","r","muscle","pdf_16","ppm","selenium",51,"Selenium (ug)","ug/100g","muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"9228","GL_Lit_Search","86","Coregonus artedi","fillet frozen","herring","Lake Superior","W","r","muscle","pdf_16","ppm","selenium",64.5,"Selenium (ug)","ug/100g","muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"9229","GL_Lit_Search","88","Perca flavescens","fillet frozen","perch","Lake Superior","W","r","muscle","pdf_16","ppm","selenium",63.5,"Selenium (ug)","ug/100g","muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"9230","GL_Lit_Search","90","Coregonus clupeaformis","fillet frozen","whitefish","Lake Superior","W","r","muscle","pdf_16","ppm","selenium",58.1,"Selenium (ug)","ug/100g","muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"9231","GL_Lit_Search","92","Salvelinus namaycush","fillet frozen","lake trout","Lake Superior","W","r","muscle","pdf_16","ppm","selenium",57.9,"Selenium (ug)","ug/100g","muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"9232","GL_Lit_Search","108","Perca flavescens","muscle tissue","Yellow perch","Lake Erie","W","r","muscle","pdf_21","ppm","selenium",74,"Selenium (ug)","ug/100g","muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"9233","GL_Lit_Search","109","Archosargus probatocephalus","muscle tissue","Sheepshead","Lake Erie","W","r","muscle","pdf_21","ppm","selenium",151,"Selenium (ug)","ug/100g","muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"9234","GL_Lit_Search","110","Notropis eomutus","muscle tissue","Common Shiner","Lake Erie","W","r","muscle","pdf_21","ppm","selenium",44,"Selenium (ug)","ug/100g","muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"9235","GL_Lit_Search","111","Notropis hudsonius","muscle tissue","Spottail Shiner","Lake Erie","W","r","muscle","pdf_21","ppm","selenium",69,"Selenium (ug)","ug/100g","muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"9236","GL_Lit_Search","112","Cyprinus carpio","muscle tissue","Carp","Lake Erie","W","r","muscle","pdf_21","ppm","selenium",82,"Selenium (ug)","ug/100g","muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"9237","GL_Lit_Search","113","Roecus chrysops","muscle tissue","White Bass","Lake Erie","W","r","muscle","pdf_21","ppm","selenium",82,"Selenium (ug)","ug/100g","muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"9238","GL_Lit_Search","114","Carassius auratus","muscle tissue","Goldfish","Lake Erie","W","r","muscle","pdf_21","ppm","selenium",136,"Selenium (ug)","ug/100g","muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"9239","GL_Lit_Search","115","Dorosoma cepedianum","muscle tissue","Gizzard Shad","Lake Erie","W","r","muscle","pdf_21","ppm","selenium",73,"Selenium (ug)","ug/100g","muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"9240","GL_Lit_Search","116","Sander vitreus","muscle tissue","Walleye (Stizostedion vitreum)","Lake Erie","W","r","muscle","pdf_21","ppm","selenium",52,"Selenium (ug)","ug/100g","muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"9241","GL_Lit_Search","117","Catostomus commersonii","muscle tissue","White Sucker","Lake Erie","W","r","muscle","pdf_21","ppm","selenium",59,"Selenium (ug)","ug/100g","muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"9242","GL_Lit_Search","291","Cottus cognatus","flesh","slimy sculpin","Silver Bay","w","r","muscle","pdf_43","ppm","selenium",53,"Selenium (ug)","ug/100g","muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"9243","GL_Lit_Search","292","Cottus cognatus","flesh","slimy sculpin","Tofte","w","r","muscle","pdf_43","ppm","selenium",59,"Selenium (ug)","ug/100g","muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"9244","GL_Lit_Search","293","Myoxocephalus quadricornis","flesh","4-horn sculpin","Silver Bay","w","r","muscle","pdf_43","ppm","selenium",48,"Selenium (ug)","ug/100g","muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"9245","GL_Lit_Search","294","Myoxocephalus quadricornis","flesh","4-horn sculpin","Tofte","w","r","muscle","pdf_43","ppm","selenium",50,"Selenium (ug)","ug/100g","muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"9246","GL_Lit_Search","358","Lota lota","muscle tissue","Burbot","Ekali, Sanguez,and Trout lakes in the Dehcho Region","w","r","muscle","pdf_56","ppm","selenium",14.1,"Selenium (ug)","ug/100g","muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"9247","GL_Lit_Search","359","Coregonus artedi","muscle tissue","Cisco","Ekali, Sanguez,and Trout lakes in the Dehcho Region","w","r","muscle","pdf_56","ppm","selenium",17.4,"Selenium (ug)","ug/100g","muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"9248","GL_Lit_Search","360","Salvelinus namaycush","muscle tissue","Lake trout","Ekali, Sanguez,and Trout lakes in the Dehcho Region","w","r","muscle","pdf_56","ppm","selenium",14,"Selenium (ug)","ug/100g","muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"9249","GL_Lit_Search","361","Coregonus clupeaformis","muscle tissue","Lake whitefish","Ekali, Sanguez,and Trout lakes in the Dehcho Region","w","r","muscle","pdf_56","ppm","selenium",17.3,"Selenium (ug)","ug/100g","muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"9250","GL_Lit_Search","362","Catostomus catostomus","muscle tissue","Longnose sucker","Ekali, Sanguez,and Trout lakes in the Dehcho Region","w","r","muscle","pdf_56","ppm","selenium",18.7,"Selenium (ug)","ug/100g","muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"9251","GL_Lit_Search","363","Esox lucius","muscle tissue","Northern pike","Ekali, Sanguez,and Trout lakes in the Dehcho Region","w","r","muscle","pdf_56","ppm","selenium",14,"Selenium (ug)","ug/100g","muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"9252","GL_Lit_Search","364","Sander vitreus","muscle tissue","Walleye","Ekali, Sanguez,and Trout lakes in the Dehcho Region","w","r","muscle","pdf_56","ppm","selenium",19.5,"Selenium (ug)","ug/100g","muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"9253","GL_Lit_Search","386","Amia calva","muscle tissue","Bowfin","Savannah River","w","r","muscle","pdf_59","ppm","selenium",25,"Selenium (ug)","ug/100g","muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"9254","GL_Lit_Search","387","Micropterus salmoides","muscle tissue","Bass","Savannah River","w","r","muscle","pdf_59","ppm","selenium",33,"Selenium (ug)","ug/100g","muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"9255","GL_Lit_Search","388","Ictalurus punctatus","muscle tissue","Catfish","Savannah River","w","r","muscle","pdf_59","ppm","selenium",21,"Selenium (ug)","ug/100g","muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"9256","GL_Lit_Search","389","Esox niger","muscle tissue","Pickerel","Savannah River","w","r","muscle","pdf_59","ppm","selenium",27,"Selenium (ug)","ug/100g","muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"9257","GL_Lit_Search","390","Perca flavescens","muscle tissue","Perch","Savannah River","w","r","muscle","pdf_59","ppm","selenium",36,"Selenium (ug)","ug/100g","muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"9258","GL_Lit_Search","391","Pomoxis nigromaculatus","muscle tissue","Crappie","Savannah River","w","r","muscle","pdf_59","ppm","selenium",34,"Selenium (ug)","ug/100g","muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"9259","GL_Lit_Search","392","Anguilla rostrata","muscle tissue","American eel","Savannah River","w","r","muscle","pdf_59","ppm","selenium",48,"Selenium (ug)","ug/100g","muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"9260","GL_Lit_Search","393","Lepomis microlophus","muscle tissue","Shellcracker","Savannah River","w","r","muscle","pdf_59","ppm","selenium",43,"Selenium (ug)","ug/100g","muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"9261","GL_Lit_Search","394","Lepomis macrochirus","muscle tissue","Bluegill sunfish","Savannah River","w","r","muscle","pdf_59","ppm","selenium",41,"Selenium (ug)","ug/100g","muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"9262","GL_Lit_Search","395","Lepomis auritus","muscle tissue","Red-breasted sunfish","Savannah River","w","r","muscle","pdf_59","ppm","selenium",64,"Selenium (ug)","ug/100g","muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"9263","GL_Lit_Search","396","Minytrema melanops","muscle tissue","Spotted sucker","Savannah River","w","r","muscle","pdf_59","ppm","selenium",36,"Selenium (ug)","ug/100g","muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"9264","GL_Lit_Search","532","Stizostedion canadense","fillet","sauger","Red River of the North at Noyes, Minnesota","w","r","muscle","pdf_88","ppm","selenium",14,"Selenium (ug)","ug/100g","muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"9265","GL_Lit_Search","533","Cyprinus carpio","fillet","carp","Red River of the North at Noyes, Minnesota","w","r","muscle","pdf_88","ppm","selenium",60,"Selenium (ug)","ug/100g","muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"9266","GL_Lit_Search","534","Stizostedion canadense","fillet","sauger","Red River of the North at Noyes, Minnesota","w","r","muscle","pdf_88","ppm","selenium",25,"Selenium (ug)","ug/100g","muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"9267","GL_Lit_Search","535","Stizostedion canadense","fillet","sauger","Red River of the North at Noyes, Minnesota","w","r","muscle","pdf_88","ppm","selenium",24,"Selenium (ug)","ug/100g","muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"9268","GL_Lit_Search","536","Cyprinus carpio","fillet","carp","Red River of the North at Noyes, Minnesota","w","r","muscle","pdf_88","ppm","selenium",47,"Selenium (ug)","ug/100g","muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"9269","GL_Lit_Search","537","Stizostedion canadense","fillet","sauger","Red River of the North at Noyes, Minnesota","w","r","muscle","pdf_88","ppm","selenium",28,"Selenium (ug)","ug/100g","muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"9270","GL_Lit_Search","538","Cyprinus carpio","fillet","carp","Red River of the North at Noyes, Minnesota","w","r","muscle","pdf_88","ppm","selenium",48,"Selenium (ug)","ug/100g","muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"9271","GL_Lit_Search","605","Catostomus commersonii","whole","white sucker","Route T-501 bridge","w","r","whole","pdf_103","ppm","selenium",61,"Selenium (ug)","ug/100g","whole","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"9272","GL_Lit_Search","606","Semotilus atromaculatus","whole","Creek Chub","L.R. 55082 bridge","w","r","whole","pdf_103","ppm","selenium",36,"Selenium (ug)","ug/100g","whole","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"9273","GL_Lit_Search","607","Catostomus commersonii","whole","white sucker","L.R. 33005 bridge","w","r","whole","pdf_103","ppm","selenium",68,"Selenium (ug)","ug/100g","whole","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"9274","GL_Lit_Search","608","Semotilus atromaculatus","whole","Creek Chub","L.R. 33005 bridge","w","r","whole","pdf_103","ppm","selenium",50,"Selenium (ug)","ug/100g","whole","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"9275","GL_Lit_Search","609","Micropterus dolomieu","whole","Smallmouth Bass","3.3km downstream of L.R. 30074 bridge
","w","r","whole","pdf_103","ppm","selenium",58,"Selenium (ug)","ug/100g","whole","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"9276","GL_Lit_Search","610","Micropterus dolomieu","fillet","Smallmouth Bass","3.3km downstream of L.R. 30074 bridge
","w","r","muscle","pdf_103","ppm","selenium",49,"Selenium (ug)","ug/100g","muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"9277","GL_Lit_Search","611","Micropterus dolomieu","whole","Smallmouth Bass","1.8 km downstream of L. R. 62146 bridge in Marianna","w","r","whole","pdf_103","ppm","selenium",66,"Selenium (ug)","ug/100g","whole","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"9278","GL_Lit_Search","612","Micropterus dolomieu","fillet","Smallmouth Bass","1.8 km downstream of L. R. 62146 bridge in Marianna","w","r","muscle","pdf_103","ppm","selenium",54,"Selenium (ug)","ug/100g","muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"9279","GL_Lit_Search","613","Ambloplites rupestris","whole","Rock Bass","1.8 km downstream of L. R. 62146 bridge in Marianna","w","r","whole","pdf_103","ppm","selenium",57,"Selenium (ug)","ug/100g","whole","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"9280","GL_Lit_Search","614","Micropterus dolomieu","whole","Smallmouth Bass","1.0 km downstream of L. R. 30050 bridge in Chartiers","w","r","whole","pdf_103","ppm","selenium",71,"Selenium (ug)","ug/100g","whole","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"9281","GL_Lit_Search","615","Micropterus dolomieu","fillet","Smallmouth Bass","1.0 km downstream of L. R. 30050 bridge in Chartiers","w","r","muscle","pdf_103","ppm","selenium",71,"Selenium (ug)","ug/100g","muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"9282","GL_Lit_Search","616","Ambloplites rupestris","whole","Rock Bass","1.0 km downstream of L. R. 30050 bridge in Chartiers","w","r","whole","pdf_103","ppm","selenium",54,"Selenium (ug)","ug/100g","whole","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"9283","GL_Lit_Search","617","Salvelinus fontinalis","fillet","brook trout","0.6 upstream of PA Route 255 bridge
","w","r","muscle","pdf_103","ppm","selenium",41,"Selenium (ug)","ug/100g","muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"9284","GL_Lit_Search","618","Semotilus atromaculatus","whole","Creek Chub","0.6 upstream of PA Route 255 bridge
","w","r","whole","pdf_103","ppm","selenium",46,"Selenium (ug)","ug/100g","whole","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"9285","GL_Lit_Search","619","Catostomus commersonii","whole","white sucker","0.6 upstream of PA Route 255 bridge
","w","r","whole","pdf_103","ppm","selenium",47,"Selenium (ug)","ug/100g","whole","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"9286","GL_Lit_Search","646","Lota lota","muscle tissue","burbot","Trout Lake","w","r","muscle","pdf_111","ppm","selenium",14.1,"Selenium (ug)","ug/100g","muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"9287","GL_Lit_Search","647","Coregonus artedi","muscle tissue","cisco","Ekali Lake","w","r","muscle","pdf_111","ppm","selenium",15.1,"Selenium (ug)","ug/100g","muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"9288","GL_Lit_Search","648","Coregonus artedi","muscle tissue","cisco","Sanguez Lake","w","r","muscle","pdf_111","ppm","selenium",11.6,"Selenium (ug)","ug/100g","muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"9289","GL_Lit_Search","649","Coregonus artedi","muscle tissue","cisco","Trout Lake","w","r","muscle","pdf_111","ppm","selenium",20.4,"Selenium (ug)","ug/100g","muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"9290","GL_Lit_Search","650","Salvelinus namaycush","muscle tissue","lake trout","Trout Lake","w","r","muscle","pdf_111","ppm","selenium",14,"Selenium (ug)","ug/100g","muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"9291","GL_Lit_Search","651","Coregonus clupeaformis","muscle tissue","lake whitefish","Ekali Lake","w","r","muscle","pdf_111","ppm","selenium",12,"Selenium (ug)","ug/100g","muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"9292","GL_Lit_Search","652","Coregonus clupeaformis","muscle tissue","lake whitefish","Sanguez Lake","w","r","muscle","pdf_111","ppm","selenium",12.8,"Selenium (ug)","ug/100g","muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"9293","GL_Lit_Search","653","Coregonus clupeaformis","muscle tissue","lake whitefish","Trout Lake","w","r","muscle","pdf_111","ppm","selenium",23.7,"Selenium (ug)","ug/100g","muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"9294","GL_Lit_Search","654","Catostomus catostomus","muscle tissue","longnose sucker","Trout Lake","w","r","muscle","pdf_111","ppm","selenium",18.7,"Selenium (ug)","ug/100g","muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
