"","source_df","sample_id","sci_name","sample_info","common_name","sampling_location","sample_origin","prep_form","body_part","ref_id","data_processing_comments","Nutrient","Value","Nutrient_Name","Unit_converted","body_part_2","outlier_calcium","outlier_calcium2","outlier_iron","outlier_iron2","outlier_selenium","outlier_selenium2","outlier_dha","outlier_dha2","outlier_epa","outlier_epa2","outlier_pufa","outlier_pufa2","outlier_protein1","outlier_protein2","outlier_zinc","outlier_zinc1","outlier_vitA","outlier_vitA2"
"1988","FishBase","650","Chelon parsia",NA,NA,NA,"Unknown",NA,"unknown","124371",NA,"FE(mg)",2.1,"Iron (mg)","mg/100g","unknown","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"1989","FishBase","643","Parastromateus niger",NA,NA,NA,"Unknown",NA,"whole","124371",NA,"Protein",19.6,"Protein (g)","g/100g","whole","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"1990","FishBase","643","Parastromateus niger",NA,NA,NA,"Unknown",NA,"whole","124371",NA,"ZN(mg)",0.48,"Zinc (mg)","mg/100g","whole","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"1991","FishBase","643","Parastromateus niger",NA,NA,NA,"Unknown",NA,"whole","124371",NA,"CA(mg)",286,"Calcium (mg)","mg/100g","whole","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"1992","FishBase","643","Parastromateus niger",NA,NA,NA,"Unknown",NA,"whole","124371",NA,"FE(mg)",0.9,"Iron (mg)","mg/100g","whole","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"1993","FishBase","659","Pampus chinensis",NA,NA,NA,"Unknown",NA,"whole","124371",NA,"Protein",15.9,"Protein (g)","g/100g","whole","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"1994","FishBase","659","Pampus chinensis",NA,NA,NA,"Unknown",NA,"whole","124371",NA,"ZN(mg)",0.59,"Zinc (mg)","mg/100g","whole","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"1995","FishBase","659","Pampus chinensis",NA,NA,NA,"Unknown",NA,"whole","124371",NA,"CA(mg)",200,"Calcium (mg)","mg/100g","whole","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"1996","FishBase","659","Pampus chinensis",NA,NA,NA,"Unknown",NA,"whole","124371",NA,"FE(mg)",0.4,"Iron (mg)","mg/100g","whole","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"1997","FishBase","634","Pampus argenteus",NA,NA,NA,"Unknown",NA,"unknown","124371",NA,"Protein",17.9,"Protein (g)","g/100g","unknown","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"1998","FishBase","634","Pampus argenteus",NA,NA,NA,"Unknown",NA,"unknown","124371",NA,"ZN(mg)",0.27,"Zinc (mg)","mg/100g","unknown","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"1999","FishBase","634","Pampus argenteus",NA,NA,NA,"Unknown",NA,"unknown","124371",NA,"CA(mg)",13,"Calcium (mg)","mg/100g","unknown","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"2000","FishBase","634","Pampus argenteus",NA,NA,NA,"Unknown",NA,"unknown","124371",NA,"FE(mg)",0.5,"Iron (mg)","mg/100g","unknown","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"2001","FishBase","661","Xenentodon cancila",NA,NA,NA,"Unknown",NA,"unknown","124371",NA,"Protein",16.6,"Protein (g)","g/100g","unknown","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"2002","FishBase","661","Xenentodon cancila",NA,NA,NA,"Unknown",NA,"unknown","124371",NA,"ZN(mg)",0.94,"Zinc (mg)","mg/100g","unknown","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"2003","FishBase","661","Xenentodon cancila",NA,NA,NA,"Unknown",NA,"unknown","124371",NA,"CA(mg)",210,"Calcium (mg)","mg/100g","unknown","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"2004","FishBase","661","Xenentodon cancila",NA,NA,NA,"Unknown",NA,"unknown","124371",NA,"FE(mg)",0.8,"Iron (mg)","mg/100g","unknown","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"2005","FishBase","661","Xenentodon cancila",NA,NA,NA,"Unknown",NA,"unknown","124371",NA,"Vitamin_A",65,"Vitamin A (ug)","ug/100g","unknown","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"2006","FishBase","627","Euthynnus affinis",NA,NA,NA,"Unknown",NA,"whole","124371",NA,"Protein",25,"Protein (g)","g/100g","whole","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"2007","FishBase","627","Euthynnus affinis",NA,NA,NA,"Unknown",NA,"whole","124371",NA,"ZN(mg)",0.27,"Zinc (mg)","mg/100g","whole","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"2008","FishBase","627","Euthynnus affinis",NA,NA,NA,"Unknown",NA,"whole","124371",NA,"CA(mg)",16,"Calcium (mg)","mg/100g","whole","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"2009","FishBase","627","Euthynnus affinis",NA,NA,NA,"Unknown",NA,"whole","124371",NA,"FE(mg)",1.3,"Iron (mg)","mg/100g","whole","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"2010","FishBase","627","Euthynnus affinis",NA,NA,NA,"Unknown",NA,"whole","124371",NA,"Vitamin_A",31,"Vitamin A (ug)","ug/100g","whole","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"2011","FishBase","287","Corica soborna",NA,NA,NA,"Unknown",NA,"whole","123958",NA,"ZN(mg)",2.63,"Zinc (mg)","mg/100g","whole","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"2012","FishBase","287","Corica soborna",NA,NA,NA,"Unknown",NA,"whole","123958",NA,"FE(mg)",1.89,"Iron (mg)","mg/100g","whole","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"2013","FishBase","287","Corica soborna",NA,NA,NA,"Unknown",NA,"whole","123958",NA,"SE(mcg)",13.4,"Selenium (ug)","ug/100g","whole","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"2014","FishBase","298","Eleotris fusca",NA,NA,NA,"Unknown",NA,"whole","123958",NA,"ZN(mg)",1.71,"Zinc (mg)","mg/100g","whole","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"2015","FishBase","298","Eleotris fusca",NA,NA,NA,"Unknown",NA,"whole","123958",NA,"FE(mg)",0.55,"Iron (mg)","mg/100g","whole","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"2016","FishBase","298","Eleotris fusca",NA,NA,NA,"Unknown",NA,"whole","123958",NA,"SE(mcg)",64.8,"Selenium (ug)","ug/100g","whole","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"2017","FishBase","291","Glossogobius giuris",NA,NA,NA,"Unknown",NA,"whole","123958",NA,"ZN(mg)",1.85,"Zinc (mg)","mg/100g","whole","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"2018","FishBase","291","Glossogobius giuris",NA,NA,NA,"Unknown",NA,"whole","123958",NA,"FE(mg)",1.34,"Iron (mg)","mg/100g","whole","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"2019","FishBase","291","Glossogobius giuris",NA,NA,NA,"Unknown",NA,"whole","123958",NA,"SE(mcg)",50.4,"Selenium (ug)","ug/100g","whole","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"2020","FishBase","299","Hyporhamphus limbatus",NA,NA,NA,"Unknown",NA,"whole","123958",NA,"ZN(mg)",0.84,"Zinc (mg)","mg/100g","whole","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"2021","FishBase","299","Hyporhamphus limbatus",NA,NA,NA,"Unknown",NA,"whole","123958",NA,"SE(mcg)",15.1,"Selenium (ug)","ug/100g","whole","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"2022","FishBase","286","Stolephorus tri",NA,NA,NA,"Unknown",NA,"whole","123958",NA,"ZN(mg)",2.84,"Zinc (mg)","mg/100g","whole","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"2023","FishBase","286","Stolephorus tri",NA,NA,NA,"Unknown",NA,"whole","123958",NA,"FE(mg)",1.52,"Iron (mg)","mg/100g","whole","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"2024","FishBase","286","Stolephorus tri",NA,NA,NA,"Unknown",NA,"whole","123958",NA,"SE(mcg)",43.8,"Selenium (ug)","ug/100g","whole","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"2025","FishBase","300","Xenentodon cancila",NA,NA,NA,"Unknown",NA,"whole","123958",NA,"ZN(mg)",1.83,"Zinc (mg)","mg/100g","whole","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"2026","FishBase","300","Xenentodon cancila",NA,NA,NA,"Unknown",NA,"whole","123958",NA,"FE(mg)",0.59,"Iron (mg)","mg/100g","whole","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"2027","FishBase","300","Xenentodon cancila",NA,NA,NA,"Unknown",NA,"whole","123958",NA,"SE(mcg)",36.6,"Selenium (ug)","ug/100g","whole","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"2028","FishBase","765","Lates calcarifer",NA,NA,NA,"Unknown",NA,"muscle","124397",NA,"Protein",22,"Protein (g)","g/100g","muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"2029","FishBase","762","Lutjanus malabaricus",NA,NA,NA,"Unknown",NA,"muscle","124397",NA,"Protein",18.1,"Protein (g)","g/100g","muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"2030","FishBase","772","Epinephelus sexfasciatus",NA,NA,NA,"Unknown",NA,"muscle","124397",NA,"Protein",18.9,"Protein (g)","g/100g","muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"2031","FishBase","761","Scomberomorus commerson",NA,NA,NA,"Unknown",NA,"muscle","124397",NA,"Protein",21.5,"Protein (g)","g/100g","muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"2032","FishBase","716","Hydrolagus affinis",NA,NA,NA,"Unknown",NA,"muscle","124377",NA,"Protein",18.3,"Protein (g)","g/100g","muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"2033","FishBase","713","Deania calcea",NA,NA,NA,"Unknown",NA,"muscle","124377",NA,"Protein",22.6,"Protein (g)","g/100g","muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"2034","FishBase","708","Alepocephalus bairdii",NA,NA,NA,"Unknown",NA,"muscle","124377",NA,"Protein",10.1,"Protein (g)","g/100g","muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"2035","FishBase","717","Alepocephalus agassizii",NA,NA,NA,"Unknown",NA,"muscle","124377",NA,"Protein",10.3,"Protein (g)","g/100g","muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"2036","FishBase","706","Notothenia neglecta",NA,NA,NA,"Unknown",NA,"muscle","124375",NA,"Protein",19.1,"Protein (g)","g/100g","muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"2037","FishBase","705","Gobionotothen gibberifrons",NA,NA,NA,"Unknown",NA,"muscle","124375",NA,"Protein",18.5,"Protein (g)","g/100g","muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"2038","FishBase","703","Chaenocephalus aceratus",NA,NA,NA,"Unknown",NA,"muscle","124375",NA,"Protein",17.3,"Protein (g)","g/100g","muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"2039","FishBase","704","Champsocephalus gunnari",NA,NA,NA,"Unknown",NA,"muscle","124375",NA,"Protein",17,"Protein (g)","g/100g","muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"2040","FishBase","973","Hyperoglyphe antarctica",NA,NA,NA,"Unknown",NA,"muscle","124424",NA,"Protein",19,"Protein (g)","g/100g","muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"2041","FishBase","425","Sardina pilchardus",NA,NA,NA,"Unknown",NA,"muscle","124317",NA,"Protein",23.98,"Protein (g)","g/100g","muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"2042","FishBase","730","Dicentrarchus labrax",NA,NA,NA,"Unknown",NA,"muscle","124386",NA,"Protein",18.74,"Protein (g)","g/100g","muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"2043","FishBase","730","Dicentrarchus labrax",NA,NA,NA,"Unknown",NA,"muscle","124386",NA,"Protein",19.75,"Protein (g)","g/100g","muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"2044","FishBase","730","Dicentrarchus labrax",NA,NA,NA,"Unknown",NA,"muscle","124386",NA,"Protein",21.38,"Protein (g)","g/100g","muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"2045","FishBase","730","Dicentrarchus labrax",NA,NA,NA,"Unknown",NA,"muscle","124386",NA,"Protein",21.79,"Protein (g)","g/100g","muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"2046","FishBase","963","Trachurus mediterraneus",NA,NA,NA,"Unknown",NA,"muscle","124421",NA,"Protein",21,"Protein (g)","g/100g","muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"2047","FishBase","963","Trachurus mediterraneus",NA,NA,NA,"Unknown",NA,"muscle","124421",NA,"Protein",20.3,"Protein (g)","g/100g","muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"2048","FishBase","963","Trachurus mediterraneus",NA,NA,NA,"Unknown",NA,"muscle","124421",NA,"Protein",19.7,"Protein (g)","g/100g","muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"2049","FishBase","963","Trachurus mediterraneus",NA,NA,NA,"Unknown",NA,"muscle","124421",NA,"Protein",20.2,"Protein (g)","g/100g","muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"2050","FishBase","963","Trachurus mediterraneus",NA,NA,NA,"Unknown",NA,"muscle","124421",NA,"Protein",20.9,"Protein (g)","g/100g","muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"2051","FishBase","963","Trachurus mediterraneus",NA,NA,NA,"Unknown",NA,"muscle","124421",NA,"Protein",20.1,"Protein (g)","g/100g","muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"2052","FishBase","963","Trachurus mediterraneus",NA,NA,NA,"Unknown",NA,"muscle","124421",NA,"Protein",20.4,"Protein (g)","g/100g","muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"2053","FishBase","963","Trachurus mediterraneus",NA,NA,NA,"Unknown",NA,"muscle","124421",NA,"Protein",20.5,"Protein (g)","g/100g","muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"2054","FishBase","995","Etrumeus teres",NA,NA,NA,"Unknown",NA,"muscle","124430",NA,"Protein",22.25,"Protein (g)","g/100g","muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"2055","FishBase","995","Etrumeus teres",NA,NA,NA,"Unknown",NA,"muscle","124430",NA,"Protein",19.94,"Protein (g)","g/100g","muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"2056","FishBase","995","Etrumeus teres",NA,NA,NA,"Unknown",NA,"muscle","124430",NA,"Protein",20.41,"Protein (g)","g/100g","muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"2057","FishBase","994","Chelidonichthys lucerna",NA,NA,NA,"Unknown",NA,"muscle","124430",NA,"Protein",19.94,"Protein (g)","g/100g","muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"2058","FishBase","994","Chelidonichthys lucerna",NA,NA,NA,"Unknown",NA,"muscle","124430",NA,"Protein",19.5,"Protein (g)","g/100g","muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"2059","FishBase","994","Chelidonichthys lucerna",NA,NA,NA,"Unknown",NA,"muscle","124430",NA,"Protein",18.96,"Protein (g)","g/100g","muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"2060","FishBase","993","Pampus punctatissimus",NA,NA,NA,"Unknown",NA,"muscle","124429",NA,"Protein",18.6,"Protein (g)","g/100g","muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"2061","FishBase","624","Thunnus orientalis",NA,NA,NA,"Unknown",NA,"muscle","124370",NA,"Protein",26.1,"Protein (g)","g/100g","muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"2062","FishBase","448","Dentex dentex",NA,NA,NA,"Unknown",NA,"muscle","124326",NA,"Protein",21.95,"Protein (g)","g/100g","muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"2063","FishBase","449","Sciaena umbra",NA,NA,NA,"Unknown",NA,"muscle","124326",NA,"Protein",20.76,"Protein (g)","g/100g","muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"2064","FishBase","450","Diplodus puntazzo",NA,NA,NA,"Unknown",NA,"muscle","124326",NA,"Protein",19.24,"Protein (g)","g/100g","muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"2065","FishBase","919","Diplodus puntazzo",NA,NA,NA,"Unknown",NA,"muscle","124409",NA,"Protein",19.24,"Protein (g)","g/100g","muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"2066","FishBase","447","Scomber japonicus",NA,NA,NA,"Unknown",NA,"muscle","124325",NA,"Protein",21.73,"Protein (g)","g/100g","muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"2067","FishBase","446","Merluccius merluccius",NA,NA,NA,"Unknown",NA,"muscle","124325",NA,"Protein",18.59,"Protein (g)","g/100g","muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"2068","FishBase","757","Mullus barbatus_barbatus",NA,NA,NA,"Unknown",NA,"muscle","124395",NA,"Protein",18.97,"Protein (g)","g/100g","muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"2069","FishBase","757","Mullus barbatus_barbatus",NA,NA,NA,"Unknown",NA,"muscle","124395",NA,"Protein",17.9,"Protein (g)","g/100g","muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"2070","FishBase","757","Mullus barbatus_barbatus",NA,NA,NA,"Unknown",NA,"muscle","124395",NA,"Protein",20.43,"Protein (g)","g/100g","muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"2071","FishBase","378","Dicentrarchus labrax",NA,NA,NA,"Unknown",NA,"muscle","124305",NA,"Protein",19.2,"Protein (g)","g/100g","muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"2072","FishBase","378","Dicentrarchus labrax",NA,NA,NA,"Unknown",NA,"muscle","124305",NA,"ZN(mg)",1.0682,"Zinc (mg)","mg/100g","muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"2073","FishBase","378","Dicentrarchus labrax",NA,NA,NA,"Unknown",NA,"muscle","124305",NA,"FE(mg)",1.54595,"Iron (mg)","mg/100g","muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"2074","FishBase","755","Liza aurata",NA,NA,NA,"Unknown",NA,"muscle","124394",NA,"Protein",21.3,"Protein (g)","g/100g","muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"2075","FishBase","755","Liza aurata",NA,NA,NA,"Unknown",NA,"muscle","124394",NA,"ZN(mg)",0.193032,"Zinc (mg)","mg/100g","muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"2076","FishBase","754","Clupeonella cultriventris",NA,NA,NA,"Unknown",NA,"muscle","124394",NA,"CA(mg)",24.1776,"Calcium (mg)","mg/100g","muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"2077","FishBase","754","Clupeonella cultriventris",NA,NA,NA,"Unknown",NA,"muscle","124394",NA,"FE(mg)",0.13432,"Iron (mg)","mg/100g","muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"2078","FishBase","754","Clupeonella cultriventris",NA,NA,NA,"Unknown",NA,"muscle","124394",NA,"SE(mcg)",1.168,"Selenium (ug)","ug/100g","muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"2079","FishBase","967","Gadus morhua",NA,NA,NA,"Unknown",NA,"muscle","124423",NA,"Protein",17.4,"Protein (g)","g/100g","muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"2080","FishBase","966","Clupea harengus",NA,NA,NA,"Unknown",NA,"muscle","124423",NA,"Protein",18.1,"Protein (g)","g/100g","muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"2081","FishBase","968","Salmo salar",NA,NA,NA,"Unknown",NA,"muscle","124423",NA,"Protein",18.4,"Protein (g)","g/100g","muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"2082","FishBase","969","Theragra chalcogramma",NA,NA,NA,"Unknown",NA,"muscle","124423",NA,"Protein",12.2,"Protein (g)","g/100g","muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"2083","FishBase","970","Limanda aspera",NA,NA,NA,"Unknown",NA,"muscle","124423",NA,"Protein",13.4,"Protein (g)","g/100g","muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"2084","FishBase","379","Pagellus bogaraveo",NA,NA,NA,"Unknown",NA,"muscle","124306",NA,"ZN(mg)",0.256,"Zinc (mg)","mg/100g","muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"2085","FishBase","379","Pagellus bogaraveo",NA,NA,NA,"Unknown",NA,"muscle","124306",NA,"CA(mg)",64,"Calcium (mg)","mg/100g","muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"2086","FishBase","379","Pagellus bogaraveo",NA,NA,NA,"Unknown",NA,"muscle","124306",NA,"FE(mg)",0.136,"Iron (mg)","mg/100g","muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"2087","FishBase","379","Pagellus bogaraveo",NA,NA,NA,"Unknown",NA,"muscle","124306",NA,"SE(mcg)",84,"Selenium (ug)","ug/100g","muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"2088","FishBase","379","Pagellus bogaraveo",NA,NA,NA,"Unknown",NA,"muscle","124306",NA,"ZN(mg)",0.263,"Zinc (mg)","mg/100g","muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"2089","FishBase","379","Pagellus bogaraveo",NA,NA,NA,"Unknown",NA,"muscle","124306",NA,"CA(mg)",39,"Calcium (mg)","mg/100g","muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"2090","FishBase","379","Pagellus bogaraveo",NA,NA,NA,"Unknown",NA,"muscle","124306",NA,"FE(mg)",0.152,"Iron (mg)","mg/100g","muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"2091","FishBase","379","Pagellus bogaraveo",NA,NA,NA,"Unknown",NA,"muscle","124306",NA,"ZN(mg)",0.356,"Zinc (mg)","mg/100g","muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"2092","FishBase","379","Pagellus bogaraveo",NA,NA,NA,"Unknown",NA,"muscle","124306",NA,"CA(mg)",69,"Calcium (mg)","mg/100g","muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"2093","FishBase","379","Pagellus bogaraveo",NA,NA,NA,"Unknown",NA,"muscle","124306",NA,"FE(mg)",0.186,"Iron (mg)","mg/100g","muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"2094","FishBase","533","Sparisoma cretense",NA,NA,NA,"Unknown",NA,"muscle","124347",NA,"Protein",19,"Protein (g)","g/100g","muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"2095","FishBase","518","Trisopterus minutus",NA,NA,NA,"Unknown",NA,"muscle","124347",NA,"Protein",20,"Protein (g)","g/100g","muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"2096","FishBase","524","Pagellus centrodontus",NA,NA,NA,"Unknown",NA,"muscle","124347",NA,"Protein",21,"Protein (g)","g/100g","muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"2097","FishBase","523","Oblada melanura",NA,NA,NA,"Unknown",NA,"muscle","124347",NA,"Protein",19,"Protein (g)","g/100g","muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"2098","FishBase","532","Scorpaena scrofa",NA,NA,NA,"Unknown",NA,"muscle","124347",NA,"Protein",19,"Protein (g)","g/100g","muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"2099","FishBase","509","Dicentrarchus labrax",NA,NA,NA,"Unknown",NA,"muscle","124347",NA,"Protein",21,"Protein (g)","g/100g","muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"2100","FishBase","520","Lithognathus mormyrus",NA,NA,NA,"Unknown",NA,"muscle","124347",NA,"Protein",18,"Protein (g)","g/100g","muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"2101","FishBase","507","Merlangius merlangus",NA,NA,NA,"Unknown",NA,"muscle","124347",NA,"Protein",18,"Protein (g)","g/100g","muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
