"","sci_name","Genus","Species","nutrient_data","ctmax_estimate","gl_fish","db","Family"
"604","Scomberomorus brasiliensis","Scomberomorus","brasiliensis","Y",NA,NA,"itis","Scombridae"
"605","Chelidoperca investigatoris","Chelidoperca","investigatoris","Y",NA,NA,"itis","Serranidae"
"606","Psenopsis cyanea","Psenopsis","cyanea","Y",NA,NA,"itis","Centrolophidae"
"607","Neoepinnula orientalis","Neoepinnula","orientalis","Y",NA,NA,"itis","Gempylidae"
"608","Cubiceps whiteleggii","Cubiceps","whiteleggii","Y",NA,NA,"itis","Nomeidae"
"609","Beryx mollis","Beryx","mollis","Y",NA,NA,"itis","Berycidae"
"610","Chlorophthalmus corniger","Chlorophthalmus","corniger","Y",NA,NA,"itis","Chlorophthalmidae"
"611","Glyptophidium argenteum","Glyptophidium","argenteum","Y",NA,NA,"itis","Ophidiidae"
"612","Synagrops japonicus","Synagrops","japonicus","Y",NA,NA,"itis","Acropomatidae"
"613","Echinorhinus brucus","Echinorhinus","brucus","Y",NA,NA,"itis","Echinorhinidae"
"614","Paerargyrops edita","Paerargyrops","edita","Y",NA,NA,"itis",NA
"615","Pennahia argentata","Pennahia","argentata","Y",NA,NA,"itis","Sciaenidae"
"616","Pseudorhombus pentophthalmus","Pseudorhombus","pentophthalmus","Y",NA,NA,"itis","Paralichthyidae"
"617","Chelidonichthys kumu","Chelidonichthys","kumu","Y",NA,NA,"itis","Triglidae"
"618","Branchiostegus argentatus","Branchiostegus","argentatus","Y",NA,NA,"itis","Malacanthidae"
"619","Psenopsis anomala","Psenopsis","anomala","Y",NA,NA,"itis","Centrolophidae"
"620","Priacanthus macracanthus","Priacanthus","macracanthus","Y",NA,NA,"itis","Priacanthidae"
"621","Scomberomorus niphonius","Scomberomorus","niphonius","Y",NA,NA,"itis","Scombridae"
"622","Zoarces elongatus","Zoarces","elongatus","Y",NA,NA,"itis","Zoarcidae"
"623","Trachinotus mookalee","Trachinotus","mookalee","Y",NA,NA,"itis","Carangidae"
"624","Cyclocheilichthys enoplos","Cyclocheilichthys","enoplos","Y",NA,NA,"itis","Cyprinidae"
"625","Barbodes gonionotus","Barbodes","gonionotus","Y",NA,NA,"itis","Cyprinidae"
"626","Boesemania microlepis","Boesemania","microlepis","Y",NA,NA,"itis","Sciaenidae"
"627","Mystus atrifasciatus","Mystus","atrifasciatus","Y",NA,NA,"itis","Bagridae"
"628","Trichogaster microlepis","Trichogaster","microlepis","Y",NA,NA,"itis","Osphronemidae"
"629","Upeneus moluccensis","Upeneus","moluccensis","Y",NA,NA,"itis","Mullidae"
"630","Saurida undosquamis","Saurida","undosquamis","Y",NA,NA,"itis","Synodontidae"
"631","Colisa fasciata","Colisa","fasciata","Y",NA,NA,"itis","Osphronemidae"
"632","Decapterus russelli","Decapterus","russelli","Y",NA,NA,"itis","Carangidae"
"633","Pterocaesio chrysozona","Pterocaesio","chrysozona","Y",NA,NA,"itis","Lutjanidae"
"634","Paraplotosus albilabris","Paraplotosus","albilabris","Y",NA,NA,"itis","Plotosidae"
"635","Alosa alosa","Alosa","alosa","Y",NA,NA,"itis","Clupeidae"
"636","Scomber colias","Scomber","colias","Y",NA,NA,"itis","Scombridae"
"637","Trachurus trachurus","Trachurus","trachurus","Y",NA,NA,"itis","Carangidae"
"638","Scomber scombrus","Scomber","scombrus","Y",NA,NA,"itis","Scombridae"
"639","Brama brama","Brama","brama","Y",NA,NA,"itis",NA
"640","Salmo salar","Salmo","salar","Y",NA,NA,"itis","Salmonidae"
"641","Uranoscopus scaber","Uranoscopus","scaber","Y",NA,NA,"itis","Uranoscopidae"
"642","Microchirus azevia","Microchirus","azevia","Y",NA,NA,"itis","Soleidae"
"643","Aphanopus carbo","Aphanopus","carbo","Y",NA,NA,"itis","Trichiuridae"
"644","Spondyliosoma cantharus","Spondyliosoma","cantharus","Y",NA,NA,"itis","Sparidae"
"645","Helicolenus dactylopterus","Helicolenus","dactylopterus","Y",NA,NA,"itis","Scorpaenidae"
"646","Pagellus bogaraveo","Pagellus","bogaraveo","Y",NA,NA,"itis","Sparidae"
"647","Micromesistius poutassou","Micromesistius","poutassou","Y",NA,NA,"itis","Gadidae"
"648","Pagrus caeruleostictus","Pagrus","caeruleostictus","Y",NA,NA,"itis","Sparidae"
"649","Boops boops","Boops","boops","Y",NA,NA,"itis","Sparidae"
"650","Scophthalmus rhombus","Scophthalmus","rhombus","Y",NA,NA,"itis","Scophthalmidae"
"651","Dentex canariensis","Dentex","canariensis","Y",NA,NA,"itis","Sparidae"
"652","Pagellus erythrinus","Pagellus","erythrinus","Y",NA,NA,"itis","Sparidae"
"653","Diplodus vulgaris","Diplodus","vulgaris","Y",NA,NA,"itis","Sparidae"
"654","Engraulis encrasicolus","Engraulis","encrasicolus","Y",NA,NA,"itis","Engraulidae"
"655","Dicentrarchus labrax","Dicentrarchus","labrax","Y",NA,NA,"itis","Moronidae"
"656","Conger conger","Conger","conger","Y",NA,NA,"itis","Congridae"
"657","Anguilla anguilla","Anguilla","anguilla","Y",NA,NA,"itis","Anguillidae"
"658","Platichthys flesus","Platichthys","flesus","Y",NA,NA,"itis","Pleuronectidae"
"659","Merluccius merluccius","Merluccius","merluccius","Y",NA,NA,"itis","Merlucciidae"
"660","Belone belone","Belone","belone","Y",NA,NA,"itis","Belonidae"
"661","Sparus aurata","Sparus","aurata","Y",NA,NA,"itis","Sparidae"
"662","Chelon auratus","Chelon","auratus","Y",NA,NA,"itis","Mugilidae"
"663","Trachinus draco","Trachinus","draco","Y",NA,NA,"itis","Trachinidae"
"664","Balistes capriscus","Balistes","capriscus","Y",NA,NA,"itis","Balistidae"
"665","Synaptura cadenati","Synaptura","cadenati","Y",NA,NA,"itis",NA
"666","Zeus faber","Zeus","faber","Y",NA,NA,"itis","Zeidae"
"667","Dentex macrophthalmus","Dentex","macrophthalmus","Y",NA,NA,"itis","Sparidae"
"668","Ammodytes tobianus","Ammodytes","tobianus","Y",NA,NA,"itis","Ammodytidae"
"669","Echiichthys vipera","Echiichthys","vipera","Y",NA,NA,"itis","Trachinidae"
"670","Chelidonichthys obscurus","Chelidonichthys","obscurus","Y",NA,NA,"itis","Triglidae"
"671","Argyrosomus regius","Argyrosomus","regius","Y",NA,NA,"itis","Sciaenidae"
"672","Sparisoma cretense","Sparisoma","cretense","Y",NA,NA,"itis","Scaridae"
"673","Arnoglossus laterna","Arnoglossus","laterna","Y",NA,NA,"itis","Bothidae"
"674","Lophius piscatorius","Lophius","piscatorius","Y",NA,NA,"itis","Lophiidae"
"675","Lates niloticus","Lates","niloticus","Y",NA,NA,"itis","Centropomidae"
"676","Trigla lyra","Trigla","lyra","Y",NA,NA,"itis","Triglidae"
"677","Pagrus pagrus","Pagrus","pagrus","Y",NA,NA,"itis","Sparidae"
"678","Plectorhinchus mediterraneus","Plectorhinchus","mediterraneus","Y",NA,NA,"itis","Haemulidae"
"679","Sarpa salpa","Sarpa","salpa","Y",NA,NA,"itis","Sparidae"
"680","Pegusa lascaris","Pegusa","lascaris","Y",NA,NA,"itis","Soleidae"
"681","Sardina pilchardus","Sardina","pilchardus","Y",NA,NA,"itis","Clupeidae"
"682","Solea senegalensis","Solea","senegalensis","Y",NA,NA,"itis","Soleidae"
"683","Lepidopus caudatus","Lepidopus","caudatus","Y",NA,NA,"itis","Trichiuridae"
"684","Raja microocellata","Raja","microocellata","Y",NA,NA,"itis","Rajidae"
"685","Scyliorhinus canicula","Scyliorhinus","canicula","Y",NA,NA,"itis","Scyliorhinidae"
"686","Dicentrarchus punctatus","Dicentrarchus","punctatus","Y",NA,NA,"itis","Moronidae"
"687","Cynoscion regalis","Cynoscion","regalis","Y",NA,NA,"itis","Sciaenidae"
"688","Chelidonichthys lastoviza","Chelidonichthys","lastoviza","Y",NA,NA,"itis","Triglidae"
"689","Mullus surmuletus","Mullus","surmuletus","Y",NA,NA,"itis","Mullidae"
"690","Microchirus variegatus","Microchirus","variegatus","Y",NA,NA,"itis","Soleidae"
"691","Chelon ramada","Chelon","ramada","Y",NA,NA,"itis","Mugilidae"
"692","Chelidonichthys lucerna","Chelidonichthys","lucerna","Y",NA,NA,"itis","Triglidae"
"693","Scophthalmus maximus","Scophthalmus","maximus","Y",NA,NA,"itis","Scophthalmidae"
"694","Alosa fallax","Alosa","fallax","Y",NA,NA,"itis","Clupeidae"
"695","Dicologlossa cuneata","Dicologlossa","cuneata","Y",NA,NA,"itis","Soleidae"
"696","Epinephelus aeneus","Epinephelus","aeneus","Y",NA,NA,"itis","Serranidae"
"697","Diplodus sargus","Diplodus","sargus","Y",NA,NA,"itis","Sparidae"
"698","Trisopterus luscus","Trisopterus","luscus","Y",NA,NA,"itis","Gadidae"
"699","Thunnus albacares","Thunnus","albacares","Y",NA,NA,"itis","Scombridae"
"700","Tor soro","Tor","soro","Y",NA,NA,"itis","Cyprinidae"
"701","Opsariichthys bidens","Opsariichthys","bidens","Y",NA,NA,"itis","Cyprinidae"
"702","Sinogastromyzon szechuanensis","Sinogastromyzon","szechuanensis","Y",NA,NA,"itis","Balitoridae"
"703","Calophysus macropterus","Calophysus","macropterus","Y",NA,NA,"itis","Pimelodidae"
"704","Leiarius marmoratus","Leiarius","marmoratus","Y",NA,NA,"itis","Pimelodidae"
"705","Phractocephalus hemioliopterus","Phractocephalus","hemioliopterus","Y",NA,NA,"itis","Pimelodidae"
"706","Pinirampus pirinampus","Pinirampus","pirinampus","Y",NA,NA,"itis","Pimelodidae"
"707","Pseudoplatystoma tigrinum","Pseudoplatystoma","tigrinum","Y",NA,NA,"itis","Pimelodidae"
"708","Hypophthalmus edentatus","Hypophthalmus","edentatus","Y",NA,NA,"itis","Hypophthalmidae"
"709","Thymallus baicalensis","Thymallus","baicalensis","Y",NA,NA,"itis","Salmonidae"
"710","Pampus argentus","Pampus","argentus","Y",NA,NA,"itis","Stromateidae"
"711","Psetta maxima","Psetta","maxima","Y",NA,NA,"itis",NA
"712","Solea vulgaris","Solea","vulgaris","Y",NA,NA,"itis","Soleidae"
"713","Mylossoma orbignyanum","Mylossoma","orbignyanum","Y",NA,NA,"itis","Characidae"
"714","Mylossoma Paraguayensis","Mylossoma","Paraguayensis","Y",NA,NA,"itis","Characidae"
"715","Myloplus levis","Myloplus","levis","Y",NA,NA,"itis","Characidae"
"716","Metynnis mola","Metynnis","mola","Y",NA,NA,"itis","Characidae"
"717","Metynnis maculatus","Metynnis","maculatus","Y",NA,NA,"itis","Characidae"
"718","Cheilodactylus variegatus","Cheilodactylus","variegatus","Y",NA,NA,"itis","Cheilodactylidae"
"719","Brama australis","Brama","australis","Y",NA,NA,"itis",NA
"720","Prolatilus jugularis","Prolatilus","jugularis","Y",NA,NA,"itis","Pinguipedidae"
"721","Trachurus murphyi","Trachurus","murphyi","Y",NA,NA,"itis","Carangidae"
"722","Paralichthys adspersus","Paralichthys","adspersus","Y",NA,NA,"itis","Paralichthyidae"
"723","Chelon saliens","Chelon","saliens","Y",NA,NA,"itis","Mugilidae"
"724","Pseudosciaena crocea","Pseudosciaena","crocea","Y",NA,NA,"itis",NA
"725","Lophius budegassa","Lophius","budegassa","Y",NA,NA,"itis","Lophiidae"
"726","Chlorophthalmus agassizi","Chlorophthalmus","agassizi","Y",NA,NA,"itis","Chlorophthalmidae"
"727","Prochilodus nigricans","Prochilodus","nigricans","Y",NA,NA,"itis","Curimatidae"
"728","Brachyplatystoma filamentosum","Brachyplatystoma","filamentosum","Y",NA,NA,"itis","Pimelodidae"
"729","Brachyplatystoma flavicans","Brachyplatystoma","flavicans","Y",NA,NA,"itis","Pimelodidae"
"730","Coptodon zillii","Coptodon","zillii","Y",NA,NA,"itis",NA
"731","Carasobarbus luteus","Carasobarbus","luteus","Y",NA,NA,"itis","Cyprinidae"
"732","Cyprinion macrostomum","Cyprinion","macrostomum","Y","Y",NA,"itis","Cyprinidae"
"733","Sardinella gibbosa","Sardinella","gibbosa","Y",NA,NA,"itis","Clupeidae"
"734","Arapaima gigas","Arapaima","gigas","Y",NA,NA,"itis","Osteoglossidae"
"735","Caulolatilus princeps","Caulolatilus","princeps","Y",NA,NA,"itis","Malacanthidae"
"736","Mycteroperca olfax","Mycteroperca","olfax","Y",NA,NA,"itis","Serranidae"
"737","Seriolella violacea","Seriolella","violacea","Y",NA,NA,"itis","Centrolophidae"
"738","Chelon labrosus","Chelon","labrosus","Y",NA,NA,"itis","Mugilidae"
"739","Takifugu oblongus","Takifugu","oblongus","Y",NA,NA,"itis","Tetraodontidae"
"740","Lagocephalus guentheri","Lagocephalus","guentheri","Y",NA,NA,"itis","Tetraodontidae"
"741","Arothron hispidus","Arothron","hispidus","Y",NA,NA,"itis","Tetraodontidae"
"742","Chelonodon patoca","Chelonodon","patoca","Y",NA,NA,"itis",NA
"743","Arothron immaculatus","Arothron","immaculatus","Y",NA,NA,"itis","Tetraodontidae"
"744","Sardinella albella","Sardinella","albella","Y",NA,NA,"itis","Clupeidae"
"745","Dussumieria acuta","Dussumieria","acuta","Y",NA,NA,"itis","Clupeidae"
"746","Arius subrostratus","Arius","subrostratus","Y",NA,NA,"itis","Ariidae"
"747","Hemiramphus far","Hemiramphus","far","Y",NA,NA,"itis","Hemiramphidae"
"748","Cephalopholis boenak","Cephalopholis","boenak","Y",NA,NA,"itis","Serranidae"
"749","Carangoides chrysophrys","Carangoides","chrysophrys","Y",NA,NA,"itis","Carangidae"
"750","Lutjanus fulvus","Lutjanus","fulvus","Y",NA,NA,"itis","Lutjanidae"
"751","Parupeneus indicus","Parupeneus","indicus","Y",NA,NA,"itis","Mullidae"
"752","Valamugil seheli","Valamugil","seheli","Y",NA,NA,"itis","Mugilidae"
"753","Hemirhamphus georgii","Hemirhamphus","georgii","Y",NA,NA,"itis",NA
"754","Mastacembelus pancalus","Mastacembelus","pancalus","Y",NA,NA,"itis","Mastacembelidae"
"755","Pseudambassis ranga","Pseudambassis","ranga","Y",NA,NA,"itis","Chandidae"
"756","Puntius ticto","Puntius","ticto","Y",NA,NA,"itis","Cyprinidae"
"757","Muraenesox talabon","Muraenesox","talabon","Y",NA,NA,"itis","Muraenesocidae"
"758","Caranx sansun","Caranx","sansun","Y",NA,NA,"itis","Carangidae"
"759","Scoliodon sorrakowah","Scoliodon","sorrakowah","Y",NA,NA,"itis","Carcharhinidae"
"760","Tachysurus zona","Tachysurus","zona","Y",NA,NA,"itis",NA
"761","Channa striatus","Channa","striatus","Y",NA,NA,"itis","Channidae"
"762","Liza parsia","Liza","parsia","Y",NA,NA,"itis","Mugilidae"
"763","Salvelinus naresi","Salvelinus","naresi","Y",NA,NA,"itis","Salmonidae"
"764","Aspius aspius","Aspius","aspius","Y",NA,NA,"itis",NA
"765","Leuciscus cephalus","Leuciscus","cephalus","Y",NA,NA,"itis","Leuciscidae"
"766","Centropristis striata","Centropristis","striata","Y",NA,NA,"itis","Serranidae"
"767","Coregonus artedi","Coregonus","artedi","Y","Y","Y","itis","Salmonidae"
"768","Acipenser fulvescens","Acipenser","fulvescens","Y",NA,"Y","itis","Acipenseridae"
"769","Ameiurus nebulosus","Ameiurus","nebulosus","Y","Y","Y","itis","Ictaluridae"
"770","Hippoglossus stenolepis","Hippoglossus","stenolepis","Y",NA,NA,"itis","Pleuronectidae"
"771","Micropogonias undulatus","Micropogonias","undulatus","Y",NA,NA,"itis","Sciaenidae"
"772","Anoplopoma fimbria","Anoplopoma","fimbria","Y",NA,NA,"itis","Anoplopomatidae"
"773","Oncorhynchus keta","Oncorhynchus","keta","Y","Y",NA,"itis","Salmonidae"
"774","Aplodinotus grunniens","Aplodinotus","grunniens","Y","Y","Y","itis","Sciaenidae"
"775","Oncorhynchus nerka","Oncorhynchus","nerka","Y","Y","Y","itis","Salmonidae"
"776","Boreogadus saida","Boreogadus","saida","Y",NA,NA,"itis","Gadidae"
"777","Brevoortia tyrannus","Brevoortia","tyrannus","Y",NA,NA,"itis","Clupeidae"
"778","Pseudopleuronectes americanus","Pseudopleuronectes","americanus","Y","Y",NA,"itis","Pleuronectidae"
"779","Pungitius pungitius","Pungitius","pungitius","Y",NA,"Y","itis","Gasterosteidae"
"780","Carassius auratus","Carassius","auratus","Y","Y","Y","itis","Cyprinidae"
"781","Catostomus catostomus","Catostomus","catostomus","Y","Y","Y","itis","Catostomidae"
"782","Scorpena scrofa","Scorpena","scrofa","Y",NA,NA,"itis",NA
"783","Barbodes altus","Barbodes","altus","Y",NA,NA,"itis","Cyprinidae"
"784","Esomus longilamus","Esomus","longilamus","Y",NA,NA,"itis","Cyprinidae"
"785","Euryglossa panoides","Euryglossa","panoides","Y",NA,NA,"itis","Colletidae"
"786","Osteochilus hasselti","Osteochilus","hasselti","Y",NA,NA,"itis","Cyprinidae"
"787","Danio dangila","Danio","dangila","Y","Y",NA,"itis","Cyprinidae"
"788","Colisa fasciatus","Colisa","fasciatus","Y",NA,NA,"itis","Osphronemidae"
"789","Coregonus nasus","Coregonus","nasus","Y","Y",NA,"itis","Salmonidae"
"790","Dallia pectoralis","Dallia","pectoralis","Y",NA,NA,"itis","Umbridae"
"791","Hypomesus olidus","Hypomesus","olidus","Y",NA,NA,"itis","Osmeridae"
"792","Trigla lucerna","Trigla","lucerna","Y",NA,NA,"itis","Triglidae"
"793","Serrasalmus marginatus","Serrasalmus","marginatus","Y",NA,NA,"itis","Characidae"
"794","Hoplias malabaricus","Hoplias","malabaricus","Y",NA,NA,"itis","Erythrinidae"
"795","Protopterus aethiopicus","Protopterus","aethiopicus","Y",NA,NA,"itis","Protopteridae"
"796","Dasyatis americana","Dasyatis","americana","Y",NA,NA,"itis","Dasyatidae"
"797","Synodontis victoriae","Synodontis","victoriae","Y",NA,NA,"itis","Mochokidae"
"798","Bagrus docmak","Bagrus","docmak","Y",NA,NA,"itis","Bagridae"
"799","Tilapia zilli","Tilapia","zilli","Y",NA,NA,"itis","Cichlidae"
"800","Atherina lagunae","Atherina","lagunae","Y",NA,NA,"itis","Atherinidae"
"801","Brevoortia aurea","Brevoortia","aurea","Y",NA,NA,"itis","Clupeidae"
"802","Rastrineobola argentea","Rastrineobola","argentea","Y",NA,NA,"itis","Cyprinidae"
"803","Albatrossia pectoralis","Albatrossia","pectoralis","Y",NA,NA,"itis","Macrouridae"
"804","Atheresthes stomias","Atheresthes","stomias","Y",NA,NA,"itis","Pleuronectidae"
"805","Coregonus macrophthalmus","Coregonus","macrophthalmus","Y",NA,NA,"itis","Salmonidae"
"806","Puntius brevis","Puntius","brevis","Y",NA,NA,"itis","Cyprinidae"
"807","Cephalopholis taeniops","Cephalopholis","taeniops","Y",NA,NA,"itis","Serranidae"
"808","Clupea pallasi","Clupea","pallasi","Y",NA,NA,"itis","Clupeidae"
"809","Scophthalmus maeoticus","Scophthalmus","maeoticus","Y",NA,NA,"itis","Scophthalmidae"
"810","Alectis alexandrinus","Alectis","alexandrinus","Y",NA,NA,"itis","Carangidae"
"811","Aspitrigla cuculus","Aspitrigla","cuculus","Y",NA,NA,"itis",NA
"812","Bothus podas","Bothus","podas","Y",NA,NA,"itis","Bothidae"
"813","Diplodus annularis","Diplodus","annularis","Y",NA,NA,"itis","Sparidae"
"814","Diplodus vulgaris","Diplodus","vulgaris","Y","Y",NA,"itis","Sparidae"
"815","Echelus myrus","Echelus","myrus","Y",NA,NA,"itis","Ophichthidae"
"816","Helicolenus dactylopterus","Helicolenus","dactylopterus","Y",NA,NA,"itis","Scorpaenidae"
"817","Lagocephalus lagocephalus","Lagocephalus","lagocephalus","Y",NA,NA,"itis","Tetraodontidae"
"818","Liza carinata","Liza","carinata","Y",NA,NA,"itis","Mugilidae"
"819","Liza saliens","Liza","saliens","Y",NA,NA,"itis","Mugilidae"
"820","Mycteroperca rubra","Mycteroperca","rubra","Y",NA,NA,"itis","Serranidae"
"821","Solea lascaris","Solea","lascaris","Y",NA,NA,"itis","Soleidae"
"822","Phycis phycis","Phycis","phycis","Y",NA,NA,"itis","Gadidae"
"823","Sphyraena chrysotaenia","Sphyraena","chrysotaenia","Y",NA,NA,"itis","Sphyraenidae"
"824","Sphyraena sphyraena","Sphyraena","sphyraena","Y",NA,NA,"itis","Sphyraenidae"
"825","Spicara maena","Spicara","maena","Y",NA,NA,"itis","Centracanthidae"
"826","Trachinotus ovatus","Trachinotus","ovatus","Y",NA,NA,"itis","Carangidae"
"827","Umbrina cirrosa","Umbrina","cirrosa","Y",NA,NA,"itis","Sciaenidae"
"828","Sarda orientalis","Sarda","orientalis","Y",NA,NA,"itis","Scombridae"
"829","Oreochromis macrochir","Oreochromis","macrochir","Y",NA,NA,"itis","Cichlidae"
"830","Tilapia rendalli","Tilapia","rendalli","Y",NA,NA,"itis","Cichlidae"
"831","Serranus scriba","Serranus","scriba","Y",NA,NA,"itis","Serranidae"
"832","Brycon microlepis","Brycon","microlepis","Y",NA,NA,"itis","Characidae"
"833","Brycon orbignyanus","Brycon","orbignyanus","Y",NA,NA,"itis","Characidae"
"834","Pseudoplatystoma coruscans","Pseudoplatystoma","coruscans","Y",NA,NA,"itis","Pimelodidae"
"835","Paulicea luetkeni","Paulicea","luetkeni","Y",NA,NA,"itis",NA
"836","Pimelodus argenteus","Pimelodus","argenteus","Y",NA,NA,"itis","Pimelodidae"
"837","Ageneiosus brevifilis","Ageneiosus","brevifilis","Y",NA,NA,"itis","Auchenipteridae"
"838","Arius madagascariensis","Arius","madagascariensis","Y",NA,NA,"itis","Ariidae"
"839","Trachinus draco","Trachinus","draco","Y",NA,NA,"itis","Trachinidae"
"840","Trigla lyra","Trigla","lyra","Y",NA,NA,"itis","Triglidae"
"841","Mycteroperca acutirostris","Mycteroperca","acutirostris","Y",NA,NA,"itis","Serranidae"
"842","Opisthonema oglinum","Opisthonema","oglinum","Y",NA,NA,"itis","Clupeidae"
"843","Sardinella brasiliensis","Sardinella","brasiliensis","Y",NA,NA,"itis","Clupeidae"
"844","Aluterus monoceros","Aluterus","monoceros","Y",NA,NA,"itis","Monacanthidae"
"845","Scomber colias","Scomber","colias","Y",NA,NA,"itis","Scombridae"
"846","Cynoscion jamaicensis","Cynoscion","jamaicensis","Y",NA,NA,"itis","Sciaenidae"
"847","Lepidopsetta bilineata","Lepidopsetta","bilineata","Y","Y",NA,"itis","Pleuronectidae"
"848","Auxis rochei","Auxis","rochei","Y",NA,NA,"itis","Scombridae"
"849","Alosa pseudoharengus","Alosa","pseudoharengus","Y","Y","Y","itis","Clupeidae"
"850","Acipenser oxyrinchus","Acipenser","oxyrinchus","Y",NA,NA,"itis","Acipenseridae"
"851","Megaloancistrus aculeatus","Megaloancistrus","aculeatus","Y",NA,NA,"itis",NA
"852","Megaleporinus elongatus","Megaleporinus","elongatus","Y",NA,NA,"itis",NA
"853","Clupea pallasii","Clupea","pallasii","Y",NA,NA,"itis","Clupeidae"
"854","Hydrolagus colliei","Hydrolagus","colliei","Y",NA,NA,"itis","Chimaeridae"
"855","Sebastes crameri","Sebastes","crameri","Y",NA,NA,"itis","Scorpaenidae"
"856","Sebastes aleutianus","Sebastes","aleutianus","Y",NA,NA,"itis","Scorpaenidae"
"857","Sebastes paucispinis","Sebastes","paucispinis","Y",NA,NA,"itis","Scorpaenidae"
"858","Sebastes goodei","Sebastes","goodei","Y",NA,NA,"itis","Scorpaenidae"
"859","Sebastes rubrivinctus","Sebastes","rubrivinctus","Y",NA,NA,"itis","Scorpaenidae"
"860","Sebastes elongatus","Sebastes","elongatus","Y",NA,NA,"itis","Scorpaenidae"
"861","Sebastolobus alascanus","Sebastolobus","alascanus","Y",NA,NA,"itis","Scorpaenidae"
"862","Sebastes alutus","Sebastes","alutus","Y",NA,NA,"itis","Scorpaenidae"
"863","Sebastes ruberrimus","Sebastes","ruberrimus","Y",NA,NA,"itis","Scorpaenidae"
"864","Sebastes rosaceus","Sebastes","rosaceus","Y",NA,NA,"itis","Scorpaenidae"
"865","Sebastes entomelas","Sebastes","entomelas","Y",NA,NA,"itis","Scorpaenidae"
"866","Pleuronectes vetulus","Pleuronectes","vetulus","Y",NA,NA,"itis","Pleuronectidae"
"867","Hippoglossoides elassodon","Hippoglossoides","elassodon","Y",NA,NA,"itis","Pleuronectidae"
"868","Eopsetta jordani","Eopsetta","jordani","Y",NA,NA,"itis","Pleuronectidae"
"869","Glyptocephalus zachirus","Glyptocephalus","zachirus","Y",NA,NA,"itis","Pleuronectidae"
"870","Psettichthys melanostictus","Psettichthys","melanostictus","Y",NA,NA,"itis","Pleuronectidae"
"871","Oncorhynchus clarki","Oncorhynchus","clarki","Y",NA,NA,"itis","Salmonidae"
"872","Salvelinus malma","Salvelinus","malma","Y","Y",NA,"itis","Salmonidae"
"873","Tilapia zillii","Tilapia","zillii","Y",NA,NA,"itis","Cichlidae"
"874","Notopterus chitala","Notopterus","chitala","Y",NA,NA,"itis","Notopteridae"
"875","Galeorhinus australis","Galeorhinus","australis","Y",NA,NA,"itis","Triakidae"
"876","Pagrus auratus","Pagrus","auratus","Y",NA,NA,"itis","Sparidae"
"877","Atrobucca nibe","Atrobucca","nibe","Y",NA,NA,"itis","Sciaenidae"
"878","Tenualosa macrura","Tenualosa","macrura","Y",NA,NA,"itis","Clupeidae"
"879","Scophthalmus rhombus","Scophthalmus","rhombus","Y",NA,NA,"itis","Scophthalmidae"
"880","Platichthys flesus","Platichthys","flesus","Y","Y",NA,"itis","Pleuronectidae"
"881","Phycis blennoides","Phycis","blennoides","Y",NA,NA,"itis","Gadidae"
"882","Microstomus kitt","Microstomus","kitt","Y",NA,NA,"itis","Pleuronectidae"
"883","Molva molva","Molva","molva","Y",NA,NA,"itis","Gadidae"
"884","Brosme brosme","Brosme","brosme","Y",NA,NA,"itis","Gadidae"
"885","Eutrigla gurnardus","Eutrigla","gurnardus","Y",NA,NA,"itis","Triglidae"
"886","Sebastes viviparus","Sebastes","viviparus","Y",NA,NA,"itis","Scorpaenidae"
"887","Deania calceus","Deania","calceus","Y",NA,NA,"itis","Centrophoridae"
"888","Notothenia gibberifrons","Notothenia","gibberifrons","Y",NA,NA,"itis","Nototheniidae"
"889","Couesius plumbeus","Couesius","plumbeus","Y","Y","Y","itis","Leuciscidae"
"890","Eleginus gracilis","Eleginus","gracilis","Y",NA,NA,"itis","Gadidae"
"891","Amia calva","Amia","calva","Y","Y","Y","itis","Amiidae"
"892","Microgadus tomcod","Microgadus","tomcod","Y","Y",NA,"itis","Gadidae"
"893","Notropis hudsonius","Notropis","hudsonius","Y","Y","Y","itis","Leuciscidae"
"894","Somniosus microcephalus","Somniosus","microcephalus","Y",NA,NA,"itis","Somniosidae"
"895","Catostomus commersoni","Catostomus","commersoni","Y",NA,NA,"itis","Catostomidae"
"896","Paralichthys dentatus","Paralichthys","dentatus","Y",NA,NA,"itis","Paralichthyidae"
"897","Micropterus dolomieu","Micropterus","dolomieu","Y","Y","Y","itis","Centrarchidae"
"898","Campostoma anomalum","Campostoma","anomalum","Y","Y","Y","itis","Leuciscidae"
"899","Semotilus atromaculatus","Semotilus","atromaculatus","Y","Y","Y","itis","Leuciscidae"
"900","Ambloplites rupestris","Ambloplites","rupestris","Y","Y","Y","itis","Centrarchidae"
"901","Cottus cognatus","Cottus","cognatus","Y","Y","Y","itis","Cottidae"
"902","Myoxocephalus quadricornis","Myoxocephalus","quadricornis","Y",NA,NA,"itis","Cottidae"
"903","Stizostedion canadense","Stizostedion","canadense","Y",NA,NA,"itis",NA
"904","Micropterus salmoides","Micropterus","salmoides","Y","Y","Y","itis","Centrarchidae"
"905","Esox niger","Esox","niger","Y",NA,"Y","itis","Esocidae"
"906","Minytrema melanops","Minytrema","melanops","Y","Y","Y","itis","Catostomidae"
"907","Lepomis microlophus","Lepomis","microlophus","Y","Y","Y","itis","Centrarchidae"
"908","Lepomis macrochirus","Lepomis","macrochirus","Y","Y","Y","itis","Centrarchidae"
